model,training_type,num_clients,run_id,timestamp,round,client_id,epoch,phase,loss,accuracy,precision,recall,f1_score
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,1,-1,1,train,1.7337057115016472,0.4727654402828417,0.4704269361837488,0.4727654402828417,0.4644841549260321
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,1,-1,-1,validation,1.1147552380081622,0.6539991162174105,0.654579529315905,0.6539991162174105,0.6434313584982245
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,2,-1,2,train,1.006278689266199,0.6882112473759806,0.6835994542346259,0.6882112473759806,0.6829789976317907
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,2,-1,-1,validation,0.9390689419852339,0.7079098541758727,0.7083053585419194,0.7079098541758727,0.7035552006593794
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,3,-1,3,train,0.789954185298259,0.7546127499723787,0.7544825705314833,0.7546127499723787,0.7521481156077985
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,3,-1,-1,validation,0.9261218784080798,0.7185152452496686,0.7235293356037606,0.7185152452496686,0.711774362137056
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,4,-1,4,train,0.633514169425878,0.8014584023864766,0.8016810587658572,0.8014584023864766,0.7995375203665952
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,4,-1,-1,validation,0.9439984354266219,0.7229341581970835,0.7302367621748789,0.7229341581970835,0.7208150982890362
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,5,-1,5,train,0.513571229558471,0.8397967075461275,0.8416731708371593,0.8397967075461275,0.8390033421981199
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,5,-1,-1,validation,0.9536570530490087,0.726027397260274,0.7345621071296884,0.726027397260274,0.7244882177796113
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,6,-1,6,train,0.40997630031697135,0.8748204618274223,0.8750393279293441,0.8748204618274223,0.8739278237795775
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,6,-1,-1,validation,0.9933800133168961,0.7273530711444984,0.7474932026819441,0.7273530711444984,0.7305467628096615
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,7,-1,7,train,0.32374891368038755,0.90211026405922,0.9044178982086238,0.90211026405922,0.9026496871729824
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,7,-1,-1,validation,1.0139313512284296,0.7348652231551038,0.7399879271988479,0.7348652231551038,0.7350612014143739
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,8,-1,8,train,0.26893379145907403,0.9186830184509999,0.9229739939182865,0.9186830184509999,0.9197128625212379
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,8,-1,-1,validation,1.1329391911854578,0.7247017233760495,0.7482858477381876,0.7247017233760495,0.7290782949574979
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,9,-1,9,train,0.22395678185084472,0.9318307369351453,0.9339224270694241,0.9318307369351453,0.9323385702308438
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,9,-1,-1,validation,1.1700515207693034,0.7353071144498453,0.749931595799826,0.7353071144498453,0.7377058977160532
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,10,-1,10,train,0.1821200884037401,0.9459728206827975,0.9477808173430806,0.9459728206827975,0.946418262740379
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,10,-1,-1,validation,1.2182724837747703,0.7344233318603623,0.7394981330544692,0.7344233318603623,0.7323394726478802
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,11,-1,11,train,0.1637999235752965,0.9500607667661032,0.9508437492884078,0.9500607667661032,0.9502432042361473
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,11,-1,-1,validation,1.262485715527089,0.7423773751657092,0.7512608647605595,0.7423773751657092,0.7424433775155942
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,12,-1,12,train,0.13998645924258188,0.9577947188156005,0.9599600161536102,0.9577947188156005,0.9583897036966537
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,12,-1,-1,validation,1.4382323016056318,0.7264692885550155,0.7456641496421215,0.7264692885550155,0.7278249812687477
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,13,-1,13,train,0.1263459772154892,0.9633189702795272,0.9657775836396951,0.9633189702795272,0.9639774399798015
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,13,-1,-1,validation,1.4448535275588374,0.7348652231551038,0.7410140253166752,0.7348652231551038,0.7355582465133009
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,14,-1,14,train,0.12135576177177607,0.9654181858358193,0.9665122791319961,0.9654181858358193,0.9657238893694523
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,14,-1,-1,validation,1.5244736893923398,0.7406098099867433,0.752325831084653,0.7406098099867433,0.7418821147254746
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,15,-1,15,train,0.10954328893085113,0.9663020660700475,0.9670519780110304,0.9663020660700475,0.9665009228395588
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,15,-1,-1,validation,1.5287935280061307,0.7432611577551922,0.7558601834820141,0.7432611577551922,0.7458535340739894
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,16,-1,16,train,0.10768109155338453,0.9682907965970611,0.9710311245688941,0.9682907965970611,0.9690303506198709
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,16,-1,-1,validation,1.6042697255907115,0.7419354838709677,0.749332234073642,0.7419354838709677,0.742183146511567
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,17,-1,17,train,0.10516175662710162,0.9679593415092255,0.9691901264309952,0.9679593415092255,0.9682697946978958
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,17,-1,-1,validation,1.666460605769991,0.7379584622182943,0.7416013155688359,0.7379584622182943,0.7364111538159579
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,18,-1,18,train,0.10938089462330869,0.968069826538504,0.9702055591226649,0.968069826538504,0.9686397015482316
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,18,-1,-1,validation,1.7003497668573746,0.7353071144498453,0.7433690109011012,0.7353071144498453,0.7372295863944694
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,19,-1,19,train,0.10127608607763892,0.9707214672411888,0.9729096759411446,0.9707214672411888,0.9713253918230627
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,19,-1,-1,validation,1.6899931574350469,0.7388422448077773,0.7493995821330696,0.7388422448077773,0.7402575787160577
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,20,-1,20,train,0.10255006020815927,0.9686222516848967,0.9694349183694375,0.9686222516848967,0.9688608048375518
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,20,-1,-1,validation,1.6941898918961373,0.7379584622182943,0.747124392208344,0.7379584622182943,0.739261886082226
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,21,-1,21,train,0.09712356636157478,0.9706109822119103,0.9736083328560158,0.9706109822119103,0.9714247300161959
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,21,-1,-1,validation,1.757813929063019,0.7344233318603623,0.7413800625327603,0.7344233318603623,0.7345765117207825
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,22,-1,22,train,0.09522293003577004,0.9714948624461386,0.9736831241033267,0.9714948624461386,0.9720797267169143
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,22,-1,-1,validation,1.6872684028970042,0.7401679186920017,0.7401363386992724,0.7401679186920017,0.7395021761001
BART-Large,Centralized,1,centralized,training_metrics_centralized_20250806_111734.csv,23,-1,-1,test,2.101413161608801,0.7007434944237918,0.702206824797239,0.7007434944237918,0.7000549706465297
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,1,-1,1,train,1.7537089931143468,0.46801458402386475,0.4624846741551128,0.46801458402386475,0.4594502806952492
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,1,-1,-1,validation,1.0704357624053955,0.6646045072912063,0.652947123588533,0.6646045072912063,0.6516330025167079
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,2,-1,2,train,0.965148127897784,0.6985968401281626,0.6925776277218226,0.6985968401281626,0.6921032585282813
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,2,-1,-1,validation,0.9332238920164614,0.7096774193548387,0.70173158060533,0.7096774193548387,0.7013058240989813
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,3,-1,3,train,0.7681464114236274,0.755496630206607,0.7550060811074426,0.755496630206607,0.752639714769067
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,3,-1,-1,validation,0.8933172265640312,0.7180733539549271,0.7189612766694325,0.7180733539549271,0.711482952719823
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,4,-1,4,train,0.6161708922895468,0.8074245939675174,0.8086042635572264,0.8074245939675174,0.8054764477425518
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,4,-1,-1,validation,0.9237395237881176,0.7202828104286345,0.7280150389247529,0.7202828104286345,0.7192975088223091
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,5,-1,5,train,0.5015415160031496,0.8426693183073694,0.8440642188570834,0.8426693183073694,0.8421890891379588
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,5,-1,-1,validation,0.9319655480185793,0.7300044189129474,0.7414102684158759,0.7300044189129474,0.729351986016798
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,6,-1,6,train,0.3936089840947976,0.8800132582035134,0.8838152478625958,0.8800132582035134,0.8806307515892038
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,6,-1,-1,validation,0.9658503994747154,0.7255855059655325,0.7376014821570079,0.7255855059655325,0.72678059554882
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,7,-1,7,train,0.3168723094947603,0.905203844879019,0.9080958262682305,0.905203844879019,0.9056415653408312
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,7,-1,-1,validation,1.030951830905668,0.724259832081308,0.7376754716383049,0.724259832081308,0.726282383577527
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,8,-1,8,train,0.24985276412999574,0.927411335764004,0.9314441901929513,0.927411335764004,0.9283960275501522
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,8,-1,-1,validation,1.0923633855132406,0.7357490057445868,0.7453929107617543,0.7357490057445868,0.7373405403435536
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,9,-1,9,train,0.20671370278862092,0.939233233896807,0.9418970211143226,0.939233233896807,0.9399723770276407
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,9,-1,-1,validation,1.1117894111189648,0.7330976579761379,0.7393128446445104,0.7330976579761379,0.7332001461849774
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,10,-1,10,train,0.16860002178045536,0.951276102088167,0.953938717552796,0.951276102088167,0.95198493088219
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,10,-1,-1,validation,1.2055948025451533,0.725143614670791,0.7378124307600782,0.725143614670791,0.7250933607096028
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,11,-1,11,train,0.16471916342474185,0.9506131919124958,0.9527221308131112,0.9506131919124958,0.9511782770380833
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,11,-1,-1,validation,1.2037080641051874,0.7313300927971719,0.7435183026070115,0.7313300927971719,0.7335011195467487
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,12,-1,12,train,0.13499726012833302,0.9608882996353995,0.9634892972449411,0.9608882996353995,0.961569698765587
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,12,-1,-1,validation,1.2446640411123646,0.7366327883340699,0.748491235664894,0.7366327883340699,0.7388000339951185
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,13,-1,13,train,0.12603927682375604,0.9638713954259198,0.9669245723010388,0.9638713954259198,0.9647028250366703
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,13,-1,-1,validation,1.2798489004640112,0.7304463102076889,0.745442825354625,0.7304463102076889,0.7329538550280393
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,14,-1,14,train,0.11838642217858748,0.9653077008065407,0.9678326601850701,0.9653077008065407,0.9659716195889437
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,14,-1,-1,validation,1.266333277593737,0.7304463102076889,0.7410440430830713,0.7304463102076889,0.7322595818838599
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,15,-1,15,train,0.10703133444459953,0.9696166169484035,0.9716621926602483,0.9696166169484035,0.9701366848172596
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,15,-1,-1,validation,1.2830274832299615,0.7361908970393283,0.7492388398911406,0.7361908970393283,0.7386550012286767
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,16,-1,16,train,0.11616912247127048,0.966412551099326,0.9690593982184013,0.966412551099326,0.9671344792337287
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,16,-1,-1,validation,1.3186948657675084,0.7344233318603623,0.7403898775721223,0.7344233318603623,0.7331864401760337
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,17,-1,17,train,0.11232044404791544,0.966191581040769,0.96977443629794,0.966191581040769,0.9671776500931576
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,17,-1,-1,validation,1.3437310143081018,0.7348652231551038,0.743200277077551,0.7348652231551038,0.7352789652550604
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,18,-1,18,train,0.10536140763102504,0.9685117666556181,0.9715462565083067,0.9685117666556181,0.9693190769359662
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,18,-1,-1,validation,1.3550537604414497,0.7392841361025188,0.747743139496408,0.7392841361025188,0.7380247490181141
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,19,-1,19,train,0.10963409235461347,0.9655286708650977,0.9677591939483817,0.9655286708650977,0.9661231384394539
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,19,-1,-1,validation,1.390925066366869,0.7322138753866548,0.751142431095719,0.7322138753866548,0.7361267352779318
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,20,-1,20,train,0.11314960808211208,0.966412551099326,0.9702005047848042,0.966412551099326,0.9674384414608939
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,20,-1,-1,validation,1.4218993574209542,0.7375165709235528,0.748693782686713,0.7375165709235528,0.7395289304910341
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,21,-1,21,train,0.09667888412542285,0.97138437741686,0.9742729332509894,0.97138437741686,0.9721461972722962
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,21,-1,-1,validation,1.43939518049695,0.7291206363234645,0.7383961484170894,0.7291206363234645,0.7314000531493602
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,22,-1,22,train,0.09359963773837184,0.9720472875925312,0.9744927189223047,0.9720472875925312,0.972721758796071
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,22,-1,-1,validation,1.434374773142141,0.7326557666813964,0.7445279904420791,0.7326557666813964,0.7353809649657671
DistilBART,Centralized,1,centralized,training_metrics_centralized_20250806_132751.csv,22,-1,22,test,1.7407539763463529,0.694768985661179,0.7096081681786929,0.694768985661179,0.6976495706457794
